playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.99,0.99,15.76,1.31,1.73,1.00,1.08,0.40,274.545,277.64009634551377,0.0
AI3 PiecePos-Analyzing_5,3.91,1.01,16.30,1.27,1.73,1.02,1.10,0.39,282.871,277.64009634551377,0.0
AI3 PiecePos-Analyzing_9,3.91,1.01,15.69,1.29,1.75,0.99,1.09,0.40,273.11600000000004,277.64009634551377,0.0
AI3 PiecePos-Analyzing_2,3.91,1.02,15.81,1.28,1.72,1.00,1.10,0.40,275.03,277.64009634551377,0.0
AI3 PiecePos-Analyzing_3,3.94,0.99,15.74,1.31,1.80,1.01,1.10,0.41,274.11699999999996,277.64009634551377,0.0
AI3 PiecePos-Analyzing_1,3.91,0.99,15.74,1.32,1.76,0.99,1.08,0.40,273.9320000000001,277.64009634551377,0.0
AI3 PiecePos-Analyzing_6,3.99,1.02,15.98,1.32,1.74,1.01,1.11,0.41,278.163,277.64009634551377,0.0
AI3 PiecePos-Analyzing_7,4.05,0.99,15.80,1.27,1.76,1.02,1.11,0.40,275.45000000000005,277.64009634551377,0.0
AI3 PiecePos-Analyzing_8,3.95,0.98,15.98,1.27,1.72,1.00,1.11,0.40,277.86800000000005,277.64009634551377,0.0
