playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.27),weightRooksPos(0.12),weightQueenPos(1.99),weightCastlingBonus(1.86),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_50,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_135,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_20,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_141,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_115,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_187,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_71,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_88,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_42,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_173,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_180,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_27,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_14,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_80,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_199,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_51,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_152,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_25,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_186,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_182,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_144,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_67,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0.5
AI3 PiecePos-Analyzing_118,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_85,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_122,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_190,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_162,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_86,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_22,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_136,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_146,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_200,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_106,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_56,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_46,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.19700000000006,279.29361582278494,0
