playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.27),weightRooksPos(0.12),weightQueenPos(1.99),weightCastlingBonus(1.86),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_196,4.08,0.99,16.08,1.32,0.79,1.02,1.10,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_195,3.95,1.02,15.64,1.27,0.80,1.00,1.09,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_148,3.90,1.01,15.83,1.32,0.79,1.00,1.09,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_121,4.00,1.02,16.37,1.31,0.79,1.00,1.11,0.39,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_58,3.96,1.02,15.63,1.33,0.80,0.99,1.10,0.39,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_65,3.97,0.99,15.72,1.28,0.81,1.01,1.12,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_60,3.94,0.99,16.11,1.28,0.80,0.98,1.12,0.41,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_9,3.92,1.02,16.15,1.30,0.81,0.98,1.11,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_69,3.96,1.00,16.19,1.30,0.82,1.02,1.08,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_63,3.97,1.01,16.29,1.27,0.79,1.00,1.10,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_179,3.95,1.00,15.66,1.27,0.80,1.01,1.12,0.41,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_16,3.92,0.98,15.96,1.32,0.79,0.98,1.09,0.41,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_76,4.04,0.99,16.02,1.31,0.80,1.02,1.10,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_147,4.08,1.00,16.03,1.33,0.81,1.02,1.11,0.40,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_155,3.95,1.02,15.70,1.32,0.78,1.00,1.12,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_157,4.09,0.98,16.11,1.30,0.80,1.01,1.09,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_93,4.02,0.98,16.12,1.28,0.81,0.99,1.10,0.39,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_103,4.01,1.00,16.37,1.28,0.82,1.01,1.13,0.40,282.19700000000006,279.29361582278494,1
AI3 PiecePos-Analyzing_74,4.03,0.99,15.80,1.31,0.81,1.02,1.08,0.41,282.19700000000006,279.29361582278494,0
AI3 PiecePos-Analyzing_120,4.01,0.98,16.23,1.27,0.81,0.98,1.08,0.39,282.19700000000006,279.29361582278494,1
