playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.27),weightRooksPos(0.12),weightQueenPos(1.99),weightCastlingBonus(1.86),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_196,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,279.6921000000001,280.8674962025317,0
AI3 PiecePos-Analyzing_195,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,280.9303,280.8674962025317,0
AI3 PiecePos-Analyzing_148,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,271.57380000000006,280.8674962025317,0
AI3 PiecePos-Analyzing_121,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,274.32540000000006,280.8674962025317,0
AI3 PiecePos-Analyzing_58,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.4258,280.8674962025317,0
AI3 PiecePos-Analyzing_65,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,276.71490000000006,280.8674962025317,1
AI3 PiecePos-Analyzing_60,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.8230000000001,280.8674962025317,0
AI3 PiecePos-Analyzing_9,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,281.44360000000006,280.8674962025317,0
AI3 PiecePos-Analyzing_69,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,280.02169999999995,280.8674962025317,1
AI3 PiecePos-Analyzing_63,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,272.4768,280.8674962025317,0
AI3 PiecePos-Analyzing_179,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.59200000000004,280.8674962025317,1
AI3 PiecePos-Analyzing_16,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,281.40470000000005,280.8674962025317,1
AI3 PiecePos-Analyzing_76,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.14020000000005,280.8674962025317,1
AI3 PiecePos-Analyzing_147,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.2606,280.8674962025317,1
AI3 PiecePos-Analyzing_155,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,273.57840000000004,280.8674962025317,1
AI3 PiecePos-Analyzing_157,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,280.42650000000003,280.8674962025317,1
AI3 PiecePos-Analyzing_93,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.66670000000005,280.8674962025317,1
AI3 PiecePos-Analyzing_103,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,273.33459999999997,280.8674962025317,0
AI3 PiecePos-Analyzing_74,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,283.04350000000005,280.8674962025317,1
AI3 PiecePos-Analyzing_120,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,276.27590000000004,280.8674962025317,0
AI3 PiecePos-Analyzing_131,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,278.0933,280.8674962025317,1
AI3 PiecePos-Analyzing_32,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,283.37930000000006,280.8674962025317,0
AI3 PiecePos-Analyzing_169,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,284.0307000000001,280.8674962025317,1
AI3 PiecePos-Analyzing_151,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,274.7678,280.8674962025317,0
AI3 PiecePos-Analyzing_133,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,280.0115,280.8674962025317,0
AI3 PiecePos-Analyzing_154,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,271.72200000000004,280.8674962025317,1
AI3 PiecePos-Analyzing_82,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,271.8679,280.8674962025317,0
AI3 PiecePos-Analyzing_189,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,281.5292,280.8674962025317,0
AI3 PiecePos-Analyzing_30,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.4571000000001,280.8674962025317,0
AI3 PiecePos-Analyzing_181,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,274.75329999999997,280.8674962025317,0
AI3 PiecePos-Analyzing_97,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.9734,280.8674962025317,0
AI3 PiecePos-Analyzing_161,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,283.58810000000005,280.8674962025317,0
AI3 PiecePos-Analyzing_176,4.00,1.00,16.00,1.30,0.27,0.12,1.99,1.86,282.674,280.8674962025317,1
