playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.23),weightRooksPos(0.69),weightQueenPos(2.04),weightCastlingBonus(0.75),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_12,3.93,1.02,15.63,1.29,0.81,0.98,1.11,0.41,271.7339,278.32450452261315,0
AI3 PiecePos-Analyzing_27,3.94,1.00,15.87,1.33,0.79,1.00,1.09,0.39,277.57480000000004,278.32450452261315,0
AI3 PiecePos-Analyzing_193,3.93,0.99,15.93,1.27,0.79,1.02,1.11,0.40,273.7384,278.32450452261315,0
AI3 PiecePos-Analyzing_170,3.99,1.02,15.71,1.29,0.82,1.02,1.09,0.41,282.3724,278.32450452261315,0
AI3 PiecePos-Analyzing_14,3.99,1.02,15.97,1.32,0.79,0.98,1.10,0.41,272.036,278.32450452261315,0
AI3 PiecePos-Analyzing_80,3.99,1.02,15.88,1.33,0.79,0.99,1.12,0.41,275.5752,278.32450452261315,0
AI3 PiecePos-Analyzing_4,4.07,1.02,16.06,1.30,0.80,1.02,1.09,0.41,272.8781,278.32450452261315,0
AI3 PiecePos-Analyzing_38,3.99,0.98,15.86,1.33,0.79,1.02,1.12,0.40,279.9630000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_112,3.95,1.02,15.73,1.29,0.81,1.00,1.09,0.40,272.431,278.32450452261315,0
AI3 PiecePos-Analyzing_78,3.98,0.98,15.80,1.32,0.78,1.02,1.10,0.39,278.7263,278.32450452261315,0
AI3 PiecePos-Analyzing_51,3.97,1.00,16.15,1.33,0.81,0.98,1.09,0.40,272.92680000000007,278.32450452261315,0
AI3 PiecePos-Analyzing_10,3.91,0.99,15.64,1.29,0.82,0.98,1.08,0.41,281.2563,278.32450452261315,0
AI3 PiecePos-Analyzing_152,4.00,0.99,15.70,1.31,0.80,0.98,1.07,0.40,275.94280000000003,278.32450452261315,0
AI3 PiecePos-Analyzing_33,3.98,1.01,15.72,1.30,0.79,1.02,1.08,0.39,278.1546000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_25,3.99,0.98,15.70,1.29,0.78,0.98,1.12,0.41,284.5515000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_168,4.07,1.00,15.86,1.31,0.79,0.98,1.12,0.40,281.51450000000006,278.32450452261315,0
AI3 PiecePos-Analyzing_98,4.04,1.01,16.08,1.28,0.79,1.01,1.09,0.39,275.8772,278.32450452261315,0
AI3 PiecePos-Analyzing_186,3.94,0.99,15.71,1.27,0.79,0.99,1.12,0.40,280.5253000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_125,3.92,1.01,15.97,1.33,0.80,1.02,1.10,0.40,278.3066000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_6,3.93,1.01,16.37,1.30,0.78,1.01,1.07,0.39,281.29,278.32450452261315,0
AI3 PiecePos-Analyzing_182,3.92,0.98,15.97,1.31,0.81,0.98,1.11,0.41,277.42140000000006,278.32450452261315,0
AI3 PiecePos-Analyzing_171,3.93,1.00,15.86,1.30,0.79,1.00,1.10,0.39,272.43070000000006,278.32450452261315,0
AI3 PiecePos-Analyzing_36,4.02,0.98,15.63,1.28,0.79,0.99,1.08,0.41,280.546,278.32450452261315,0
AI3 PiecePos-Analyzing_144,3.92,1.02,16.35,1.28,0.82,1.00,1.12,0.41,280.0244,278.32450452261315,0
AI3 PiecePos-Analyzing_164,3.97,1.02,15.96,1.30,0.79,0.98,1.10,0.39,277.4525000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_48,3.99,0.99,16.16,1.33,0.80,1.01,1.09,0.39,276.2890000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_110,4.01,1.00,16.30,1.27,0.78,1.01,1.10,0.41,282.85290000000003,278.32450452261315,0
AI3 PiecePos-Analyzing_192,3.97,1.00,16.33,1.31,0.79,1.01,1.08,0.41,280.33410000000003,278.32450452261315,0
AI3 PiecePos-Analyzing_67,3.96,0.99,16.39,1.28,0.81,1.00,1.10,0.40,276.24569999999994,278.32450452261315,0
AI3 PiecePos-Analyzing_118,3.99,0.98,16.27,1.28,0.82,1.02,1.11,0.40,272.21960000000007,278.32450452261315,0
AI3 PiecePos-Analyzing_172,3.94,0.98,15.71,1.31,0.78,1.01,1.12,0.40,282.44410000000005,278.32450452261315,0
AI3 PiecePos-Analyzing_2,3.93,1.02,16.30,1.29,0.81,0.98,1.09,0.40,273.3087,278.32450452261315,0
AI3 PiecePos-Analyzing_127,3.96,1.02,16.21,1.28,0.79,1.01,1.11,0.41,281.27230000000003,278.32450452261315,0
AI3 PiecePos-Analyzing_85,3.97,0.98,15.83,1.30,0.80,0.98,1.12,0.39,273.5441,278.32450452261315,0
AI3 PiecePos-Analyzing_84,3.93,1.02,16.28,1.32,0.81,0.99,1.10,0.40,275.9059000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_158,3.93,1.00,15.83,1.28,0.81,1.02,1.10,0.41,276.1061000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_23,4.09,1.00,15.66,1.28,0.81,1.01,1.12,0.40,283.7248,278.32450452261315,0
AI3 PiecePos-Analyzing_49,3.96,1.00,16.04,1.30,0.79,1.00,1.08,0.41,282.42470000000003,278.32450452261315,0
AI3 PiecePos-Analyzing_59,3.97,1.01,16.35,1.29,0.79,1.01,1.10,0.40,273.1598,278.32450452261315,0
AI3 PiecePos-Analyzing_166,3.90,1.00,15.62,1.30,0.80,1.01,1.10,0.39,271.6791,278.32450452261315,0
AI3 PiecePos-Analyzing_19,4.07,0.98,16.00,1.31,0.79,0.99,1.08,0.39,283.1118000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_86,3.96,1.00,16.10,1.28,0.81,1.01,1.09,0.40,275.41580000000005,278.32450452261315,0
AI3 PiecePos-Analyzing_22,3.93,0.99,16.33,1.29,0.79,1.01,1.11,0.39,279.6778,278.32450452261315,0
AI3 PiecePos-Analyzing_96,4.04,1.00,16.14,1.32,0.82,1.00,1.09,0.40,274.62710000000004,278.32450452261315,0
AI3 PiecePos-Analyzing_95,4.06,0.98,15.67,1.33,0.79,0.99,1.11,0.40,283.81370000000004,278.32450452261315,0
AI3 PiecePos-Analyzing_136,3.97,0.99,15.66,1.33,0.82,1.00,1.08,0.40,272.34970000000004,278.32450452261315,0
AI3 PiecePos-Analyzing_8,3.99,0.99,16.08,1.32,0.81,1.01,1.08,0.40,275.97780000000006,278.32450452261315,0
AI3 PiecePos-Analyzing_105,3.92,1.00,16.36,1.29,0.81,0.99,1.09,0.39,280.8407,278.32450452261315,0
AI3 PiecePos-Analyzing_11,3.97,1.00,16.21,1.28,0.80,1.01,1.11,0.40,279.3575,278.32450452261315,1
AI3 PiecePos-Analyzing_18,4.00,1.01,16.12,1.32,0.81,0.99,1.12,0.40,276.7172,278.32450452261315,0
AI3 PiecePos-Analyzing_167,3.92,1.00,15.89,1.30,0.79,1.00,1.09,0.41,281.9424,278.32450452261315,0
AI3 PiecePos-Analyzing_200,4.01,0.98,16.34,1.31,0.78,0.98,1.07,0.39,272.09639999999996,278.32450452261315,0
AI3 PiecePos-Analyzing_106,4.10,0.99,16.14,1.27,0.79,1.01,1.09,0.40,279.78370000000007,278.32450452261315,0
AI3 PiecePos-Analyzing_177,4.01,1.02,16.21,1.33,0.78,1.01,1.09,0.41,279.8777,278.32450452261315,0
AI3 PiecePos-Analyzing_140,4.00,0.98,15.82,1.28,0.79,0.98,1.11,0.40,278.2912000000001,278.32450452261315,0
AI3 PiecePos-Analyzing_124,3.95,1.01,15.73,1.33,0.80,0.98,1.10,0.39,280.92780000000005,278.32450452261315,0
AI3 PiecePos-Analyzing_175,3.92,1.01,15.62,1.32,0.81,0.99,1.08,0.40,271.93140000000005,278.32450452261315,0
AI3 PiecePos-Analyzing_198,3.98,0.98,15.79,1.28,0.81,1.02,1.12,0.40,275.79679999999996,278.32450452261315,0
