playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.23),weightRooksPos(0.69),weightQueenPos(2.04),weightCastlingBonus(0.75),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_133,4.10,0.99,16.03,1.28,0.81,1.01,1.13,0.40,279.02240000000006,279.4595201005013,1
AI3 PiecePos-Analyzing_154,4.02,1.01,15.92,1.29,0.82,0.98,1.11,0.40,276.91620000000006,279.4595201005013,1
AI3 PiecePos-Analyzing_97,4.07,0.98,16.35,1.29,0.78,1.02,1.10,0.41,283.97170000000006,279.4595201005013,0
AI3 PiecePos-Analyzing_31,4.09,1.01,15.86,1.33,0.78,0.98,1.09,0.41,276.24569999999994,279.4595201005013,0
AI3 PiecePos-Analyzing_184,4.03,1.02,16.26,1.28,0.80,1.02,1.12,0.41,282.44410000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_111,4.03,0.99,16.26,1.28,0.79,1.02,1.13,0.40,282.42470000000003,279.4595201005013,0
AI3 PiecePos-Analyzing_107,4.02,0.99,16.12,1.29,0.80,1.02,1.12,0.41,280.1471000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_81,4.04,1.02,15.88,1.29,0.80,0.99,1.10,0.41,276.3556000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_50,4.00,1.00,16.24,1.28,0.80,1.00,1.11,0.40,281.9424,279.4595201005013,1
AI3 PiecePos-Analyzing_160,4.05,1.02,16.40,1.28,0.80,0.98,1.11,0.40,284.70860000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_135,4.05,1.00,15.65,1.32,0.78,0.99,1.08,0.41,272.6892,279.4595201005013,0
AI3 PiecePos-Analyzing_104,4.00,1.01,16.11,1.30,0.80,1.01,1.11,0.41,279.91280000000006,279.4595201005013,1
AI3 PiecePos-Analyzing_153,4.00,1.01,15.72,1.27,0.79,1.00,1.11,0.40,273.61710000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_94,4.01,1.02,15.84,1.28,0.81,1.01,1.12,0.40,275.63200000000006,279.4595201005013,1
AI3 PiecePos-Analyzing_163,4.07,0.99,16.16,1.29,0.82,1.00,1.08,0.39,280.8813,279.4595201005013,1
AI3 PiecePos-Analyzing_71,4.08,0.99,16.11,1.30,0.82,1.00,1.13,0.39,280.2363,279.4595201005013,1
AI3 PiecePos-Analyzing_180,4.10,0.98,16.21,1.29,0.80,1.00,1.12,0.40,281.8758000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_4,4.07,1.02,16.06,1.30,0.80,1.02,1.09,0.41,279.3689,279.4595201005013,1
AI3 PiecePos-Analyzing_199,4.01,1.00,15.70,1.28,0.79,1.00,1.13,0.40,273.3809,279.4595201005013,1
AI3 PiecePos-Analyzing_139,4.05,1.01,15.65,1.32,0.79,1.01,1.12,0.40,272.78940000000006,279.4595201005013,0
AI3 PiecePos-Analyzing_79,4.04,1.02,16.37,1.29,0.81,0.98,1.08,0.39,284.13520000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_130,4.06,0.99,15.86,1.31,0.80,1.01,1.09,0.40,276.0975,279.4595201005013,0
AI3 PiecePos-Analyzing_168,4.07,1.00,15.86,1.31,0.79,0.98,1.12,0.40,276.18569999999994,279.4595201005013,0
AI3 PiecePos-Analyzing_98,4.04,1.01,16.08,1.28,0.79,1.01,1.09,0.39,279.5087,279.4595201005013,1
AI3 PiecePos-Analyzing_113,4.09,1.02,15.97,1.30,0.79,0.99,1.08,0.40,277.958,279.4595201005013,0
AI3 PiecePos-Analyzing_36,4.02,0.98,15.63,1.28,0.79,0.99,1.08,0.41,272.17949999999996,279.4595201005013,1
AI3 PiecePos-Analyzing_110,4.01,1.00,16.30,1.27,0.78,1.01,1.10,0.41,282.9188000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_128,4.06,1.00,16.09,1.33,0.82,1.02,1.08,0.39,279.7971,279.4595201005013,1
AI3 PiecePos-Analyzing_134,4.06,1.02,16.38,1.28,0.78,1.00,1.08,0.39,284.36909999999995,279.4595201005013,1
AI3 PiecePos-Analyzing_21,4.10,0.99,16.09,1.29,0.79,1.00,1.11,0.40,279.9431,279.4595201005013,1
AI3 PiecePos-Analyzing_190,4.09,0.99,16.05,1.27,0.82,1.01,1.12,0.40,279.2713000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_23,4.09,1.00,15.66,1.28,0.81,1.01,1.12,0.40,273.0520000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_162,4.05,0.98,15.80,1.33,0.79,0.98,1.12,0.40,275.1517,279.4595201005013,0
AI3 PiecePos-Analyzing_96,4.04,1.00,16.14,1.32,0.82,1.00,1.09,0.40,280.51820000000004,279.4595201005013,1
AI3 PiecePos-Analyzing_95,4.06,0.98,15.67,1.33,0.79,0.99,1.11,0.40,273.0982,279.4595201005013,0
AI3 PiecePos-Analyzing_15,4.02,1.01,15.88,1.29,0.79,0.99,1.08,0.40,276.21500000000003,279.4595201005013,0
AI3 PiecePos-Analyzing_17,4.06,1.02,15.97,1.27,0.82,0.99,1.09,0.41,277.83380000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_106,4.10,0.99,16.14,1.27,0.79,1.01,1.09,0.40,280.6832,279.4595201005013,1
AI3 PiecePos-Analyzing_56,4.04,0.98,15.64,1.27,0.82,1.01,1.07,0.40,272.39930000000004,279.4595201005013,1
AI3 PiecePos-Analyzing_24,4.03,0.99,16.16,1.28,0.79,1.02,1.10,0.41,280.771,279.4595201005013,1
AI3 PiecePos-Analyzing_29,4.09,1.02,15.79,1.31,0.79,1.02,1.10,0.40,275.1525,279.4595201005013,0
