playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.23),weightRooksPos(0.69),weightQueenPos(2.04),weightCastlingBonus(0.75),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_75,4.02,1.02,16.38,1.27,0.81,1.02,1.10,0.40,284.2651000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_44,4.03,1.02,16.34,1.27,0.81,1.02,1.10,0.39,283.65760000000006,279.4595201005013,0.5
AI3 PiecePos-Analyzing_196,4.07,1.02,15.87,1.32,0.80,1.02,1.12,0.40,276.40860000000004,279.4595201005013,0
AI3 PiecePos-Analyzing_101,4.05,0.98,16.05,1.30,0.80,1.02,1.10,0.40,279.1018000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_195,4.07,1.02,15.95,1.32,0.79,0.99,1.12,0.40,277.66560000000004,279.4595201005013,0
AI3 PiecePos-Analyzing_137,4.09,1.02,16.03,1.29,0.80,1.02,1.07,0.41,278.91510000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_58,4.08,1.02,16.22,1.27,0.80,0.98,1.08,0.40,281.8744,279.4595201005013,1
AI3 PiecePos-Analyzing_63,4.05,1.02,15.72,1.27,0.80,1.01,1.09,0.41,273.80300000000005,279.4595201005013,1
AI3 PiecePos-Analyzing_165,4.01,1.01,16.11,1.29,0.81,0.98,1.10,0.40,279.8935000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_174,4.05,1.00,16.15,1.32,0.82,1.02,1.12,0.39,280.7857,279.4595201005013,1
AI3 PiecePos-Analyzing_114,4.05,1.02,15.70,1.28,0.79,0.98,1.12,0.39,273.51919999999996,279.4595201005013,0
AI3 PiecePos-Analyzing_103,4.03,1.02,15.94,1.32,0.81,1.00,1.10,0.41,277.32380000000006,279.4595201005013,0
AI3 PiecePos-Analyzing_70,4.09,1.00,15.65,1.28,0.81,1.01,1.12,0.39,272.88450000000006,279.4595201005013,1
AI3 PiecePos-Analyzing_74,4.01,0.98,15.85,1.29,0.80,1.00,1.12,0.39,275.7483000000001,279.4595201005013,1
AI3 PiecePos-Analyzing_150,4.08,0.99,15.66,1.28,0.81,1.00,1.09,0.40,272.9339,279.4595201005013,1
