playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.96,0.99,16.31,1.28,0.80,1.57,1.10,0.39,283.0299999999999,277.4542585227263,0.0
AI3 PiecePos-Analyzing_5,3.97,1.02,16.10,1.28,0.80,1.60,1.07,0.41,279.745,277.4542585227263,0.0
AI3 PiecePos-Analyzing_13,3.96,1.02,15.97,1.31,0.81,1.59,1.10,0.41,277.69499999999994,277.4542585227263,0.0
AI3 PiecePos-Analyzing_9,3.97,0.99,15.64,1.30,0.79,1.62,1.11,0.41,272.437,277.4542585227263,0.0
AI3 PiecePos-Analyzing_2,3.98,1.01,16.31,1.30,0.79,1.63,1.07,0.40,283.17900000000003,277.4542585227263,0.0
AI3 PiecePos-Analyzing_3,3.96,1.01,15.75,1.29,0.81,1.56,1.09,0.41,274.09800000000007,277.4542585227263,0.0
AI3 PiecePos-Analyzing_1,4.00,1.02,15.96,1.27,0.80,1.62,1.10,0.40,277.661,277.4542585227263,0.0
AI3 PiecePos-Analyzing_11,3.98,1.01,16.18,1.27,0.80,1.63,1.12,0.39,281.119,277.4542585227263,0.0
AI3 PiecePos-Analyzing_12,4.00,1.01,16.05,1.31,0.80,1.57,1.13,0.40,279.126,277.4542585227263,0.0
AI3 PiecePos-Analyzing_10,3.97,1.01,16.21,1.30,0.79,1.57,1.10,0.40,281.512,277.4542585227263,0.0
AI3 PiecePos-Analyzing_6,3.93,1.02,16.21,1.31,0.81,1.60,1.11,0.39,281.42800000000005,277.4542585227263,0.0
AI3 PiecePos-Analyzing_7,3.99,0.98,16.08,1.31,0.81,1.56,1.12,0.39,279.519,277.4542585227263,0.0
AI3 PiecePos-Analyzing_8,3.99,1.00,16.24,1.30,0.79,1.58,1.09,0.39,282.05699999999996,277.4542585227263,0.0
