playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.42),weightRooksPos(0.91),weightQueenPos(1.78),weightCastlingBonus(1.41),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_75,4.04,1.00,16.32,1.31,0.82,0.99,1.10,0.41,283.7644,279.7141921630086,0
AI3 PiecePos-Analyzing_44,4.08,0.98,16.20,1.32,0.79,1.00,1.11,0.40,281.99760000000003,279.7141921630086,0
AI3 PiecePos-Analyzing_196,3.98,1.00,16.19,1.27,0.81,0.99,1.12,0.41,281.4238,279.7141921630086,0
AI3 PiecePos-Analyzing_101,3.94,0.99,15.60,1.27,0.80,1.02,1.10,0.41,271.8013000000001,279.7141921630086,0
AI3 PiecePos-Analyzing_195,4.00,1.00,16.24,1.27,0.78,1.01,1.10,0.39,282.2456,279.7141921630086,0
AI3 PiecePos-Analyzing_148,3.91,1.02,15.69,1.33,0.78,1.01,1.08,0.40,273.1621,279.7141921630086,0
AI3 PiecePos-Analyzing_121,4.04,1.01,15.80,1.29,0.80,0.99,1.10,0.39,275.39180000000005,279.7141921630086,0
AI3 PiecePos-Analyzing_137,3.93,1.00,16.10,1.29,0.82,0.99,1.09,0.40,279.7465000000001,279.7141921630086,0
AI3 PiecePos-Analyzing_58,4.00,1.01,15.96,1.33,0.82,0.98,1.12,0.40,277.8928,279.7141921630086,0
AI3 PiecePos-Analyzing_149,3.92,1.01,15.89,1.30,0.79,0.99,1.11,0.41,276.40659999999997,279.7141921630086,0
AI3 PiecePos-Analyzing_60,4.05,1.02,16.33,1.27,0.81,1.02,1.11,0.41,283.9733,279.7141921630086,0
AI3 PiecePos-Analyzing_69,4.10,1.01,15.95,1.29,0.80,0.99,1.08,0.40,278.01030000000003,279.7141921630086,0
AI3 PiecePos-Analyzing_63,3.98,0.98,16.15,1.29,0.81,1.01,1.10,0.40,280.7583,279.7141921630086,0
AI3 PiecePos-Analyzing_92,3.91,0.99,16.36,1.30,0.82,0.98,1.11,0.39,283.84189999999995,279.7141921630086,0
AI3 PiecePos-Analyzing_179,3.96,0.98,16.24,1.33,0.78,1.00,1.08,0.40,282.113,279.7141921630086,0
AI3 PiecePos-Analyzing_16,4.05,1.00,16.18,1.29,0.82,1.01,1.12,0.39,281.564,279.7141921630086,0
