playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.42),weightRooksPos(0.91),weightQueenPos(1.78),weightCastlingBonus(1.41),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_75,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,283.7644,279.7141921630086,0
AI3 PiecePos-Analyzing_196,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,281.99760000000003,279.7141921630086,0
AI3 PiecePos-Analyzing_101,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,281.4238,279.7141921630086,0
AI3 PiecePos-Analyzing_195,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,271.8013000000001,279.7141921630086,0
AI3 PiecePos-Analyzing_148,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,282.2456,279.7141921630086,0
AI3 PiecePos-Analyzing_137,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,273.1621,279.7141921630086,0
AI3 PiecePos-Analyzing_58,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,275.39180000000005,279.7141921630086,0
AI3 PiecePos-Analyzing_39,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,279.7465000000001,279.7141921630086,0
AI3 PiecePos-Analyzing_65,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,277.8928,279.7141921630086,0
AI3 PiecePos-Analyzing_149,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,276.40659999999997,279.7141921630086,0
AI3 PiecePos-Analyzing_9,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,283.9733,279.7141921630086,0
AI3 PiecePos-Analyzing_41,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,278.01030000000003,279.7141921630086,0
AI3 PiecePos-Analyzing_63,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,280.7583,279.7141921630086,0
AI3 PiecePos-Analyzing_92,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,283.84189999999995,279.7141921630086,0
AI3 PiecePos-Analyzing_179,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,282.113,279.7141921630086,0
AI3 PiecePos-Analyzing_165,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,281.564,279.7141921630086,0
AI3 PiecePos-Analyzing_7,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,277.7099,279.7141921630086,0
AI3 PiecePos-Analyzing_76,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,284.65170000000006,279.7141921630086,0
AI3 PiecePos-Analyzing_174,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,280.99000000000007,279.7141921630086,0
AI3 PiecePos-Analyzing_54,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,276.9187,279.7141921630086,0
AI3 PiecePos-Analyzing_47,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,277.49480000000005,279.7141921630086,0
AI3 PiecePos-Analyzing_123,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,284.4916,279.7141921630086,0
AI3 PiecePos-Analyzing_147,4.00,1.00,16.00,1.30,0.42,0.91,1.78,1.41,281.7392,279.7141921630086,0
