playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.24),weightRooksPos(0.35),weightQueenPos(1.60),weightCastlingBonus(0.96),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_160,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,276.189,277.8377304597698,1
AI3 PiecePos-Analyzing_135,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.94210000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_104,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.31660000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_153,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.72080000000005,277.8377304597698,0
AI3 PiecePos-Analyzing_94,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.2157,277.8377304597698,0
AI3 PiecePos-Analyzing_141,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.91749999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_115,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,272.4096,277.8377304597698,0
AI3 PiecePos-Analyzing_163,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,271.5054999999999,277.8377304597698,0
AI3 PiecePos-Analyzing_71,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.1765,277.8377304597698,1
AI3 PiecePos-Analyzing_88,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.3765,277.8377304597698,1
AI3 PiecePos-Analyzing_53,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.32149999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_42,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,271.3618000000001,277.8377304597698,1
AI3 PiecePos-Analyzing_180,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.20949999999993,277.8377304597698,1
AI3 PiecePos-Analyzing_27,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,282.15340000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_193,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.944,277.8377304597698,0
AI3 PiecePos-Analyzing_170,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.5228000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_14,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.0110000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_4,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.5298,277.8377304597698,1
AI3 PiecePos-Analyzing_199,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.5171,277.8377304597698,0
AI3 PiecePos-Analyzing_38,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.61300000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_112,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.02459999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_145,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,271.78620000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_138,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.7896,277.8377304597698,0
AI3 PiecePos-Analyzing_51,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.59350000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_10,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.2096,277.8377304597698,0
AI3 PiecePos-Analyzing_79,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.16069999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_152,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,283.3686,277.8377304597698,0
AI3 PiecePos-Analyzing_33,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.29589999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_130,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.1428000000001,277.8377304597698,1
AI3 PiecePos-Analyzing_159,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,273.4267,277.8377304597698,1
AI3 PiecePos-Analyzing_168,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.1376,277.8377304597698,0
AI3 PiecePos-Analyzing_98,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.3532000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_186,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,273.50160000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_125,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.56949999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_6,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.2715,277.8377304597698,1
AI3 PiecePos-Analyzing_182,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.8721,277.8377304597698,0
AI3 PiecePos-Analyzing_113,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.43320000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_171,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.55949999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_144,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.39160000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_48,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,283.15919999999994,277.8377304597698,1
AI3 PiecePos-Analyzing_192,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.85799999999995,277.8377304597698,1
AI3 PiecePos-Analyzing_67,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,276.8424,277.8377304597698,0
AI3 PiecePos-Analyzing_118,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,276.652,277.8377304597698,0
AI3 PiecePos-Analyzing_172,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.9319,277.8377304597698,1
AI3 PiecePos-Analyzing_2,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.60760000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_85,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,272.98229999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_84,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.80820000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_122,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.12,277.8377304597698,1
AI3 PiecePos-Analyzing_21,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,271.11250000000007,277.8377304597698,0
AI3 PiecePos-Analyzing_99,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,273.6678,277.8377304597698,0
AI3 PiecePos-Analyzing_23,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.67599999999993,277.8377304597698,0
AI3 PiecePos-Analyzing_49,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.6844,277.8377304597698,1
AI3 PiecePos-Analyzing_59,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.52369999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_166,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.5827,277.8377304597698,1
AI3 PiecePos-Analyzing_162,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.81270000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_86,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.99889999999994,277.8377304597698,0
AI3 PiecePos-Analyzing_22,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,270.8878,277.8377304597698,0
AI3 PiecePos-Analyzing_96,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.27660000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_136,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,276.6616,277.8377304597698,1
AI3 PiecePos-Analyzing_146,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.6416,277.8377304597698,1
AI3 PiecePos-Analyzing_105,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,277.02580000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_11,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.53319999999997,277.8377304597698,0
AI3 PiecePos-Analyzing_17,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.9199,277.8377304597698,0
AI3 PiecePos-Analyzing_18,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,281.8509,277.8377304597698,0
AI3 PiecePos-Analyzing_167,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.16540000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_200,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.94120000000004,277.8377304597698,0
AI3 PiecePos-Analyzing_106,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,272.7724,277.8377304597698,1
AI3 PiecePos-Analyzing_56,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.19780000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_140,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,273.745,277.8377304597698,0
AI3 PiecePos-Analyzing_46,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,275.46410000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_24,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.3344,277.8377304597698,1
AI3 PiecePos-Analyzing_124,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,274.5964,277.8377304597698,1
AI3 PiecePos-Analyzing_175,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,279.55840000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_29,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,280.64340000000004,277.8377304597698,1
