playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.24),weightRooksPos(0.35),weightQueenPos(1.60),weightCastlingBonus(0.96),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_151,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_133,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_154,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_82,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_189,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_194,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_45,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_30,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_181,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_28,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_188,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_178,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_185,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_97,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_161,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_183,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_89,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_176,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_40,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_55,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_90,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_143,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_66,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_13,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_100,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_109,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_68,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_108,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_191,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_31,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_117,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_73,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_184,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_52,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_62,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_126,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_61,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_72,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_129,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_111,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_43,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_77,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_57,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_116,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_107,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_5,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_81,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_119,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_142,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_197,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_156,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_87,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_83,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_35,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_50,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_160,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_135,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_104,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_153,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_20,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_94,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_141,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_115,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_187,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_163,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_71,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_88,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_53,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_42,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_173,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_180,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_12,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_193,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_170,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_14,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_80,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_4,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_199,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_139,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_38,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_112,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_145,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_138,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_78,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_51,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_26,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_10,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_79,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_152,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_33,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_25,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_130,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_159,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_168,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_98,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_186,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_125,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_6,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_182,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_113,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_171,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_36,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_144,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_164,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_48,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_110,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_192,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_128,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_67,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_118,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_172,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_2,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_85,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_134,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_84,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_122,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_21,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_99,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_158,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_190,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_23,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_49,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_59,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_166,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_162,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_19,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_86,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_22,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_96,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_95,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_136,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_15,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_8,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_146,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_105,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_11,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_17,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_18,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_167,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_200,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_106,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_56,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_177,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_140,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_46,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_124,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_175,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
AI3 PiecePos-Analyzing_198,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,0
AI3 PiecePos-Analyzing_29,4.00,1.00,16.00,1.30,0.24,0.35,1.60,0.96,278.3517,277.9742772988501,1
