playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.24),weightRooksPos(0.35),weightQueenPos(1.60),weightCastlingBonus(0.96),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_64,4.08,1.01,15.64,1.27,0.81,0.98,1.13,0.39,271.94079999999997,277.8377304597698,1
AI3 PiecePos-Analyzing_1,4.00,1.01,15.83,1.27,0.81,1.01,1.12,0.41,274.67449999999997,277.8377304597698,1
AI3 PiecePos-Analyzing_157,4.10,1.00,16.19,1.33,0.79,0.99,1.08,0.40,280.8171,277.8377304597698,1
AI3 PiecePos-Analyzing_102,4.02,0.99,15.64,1.28,0.81,1.01,1.11,0.39,271.67229999999995,277.8377304597698,1
AI3 PiecePos-Analyzing_93,4.01,0.98,15.61,1.28,0.81,1.01,1.11,0.39,271.1422999999999,277.8377304597698,1
AI3 PiecePos-Analyzing_103,4.10,0.99,15.70,1.32,0.79,0.99,1.09,0.40,272.9701,277.8377304597698,1
AI3 PiecePos-Analyzing_3,3.95,1.00,15.62,1.30,0.80,1.00,1.10,0.41,271.1056,277.8377304597698,0
AI3 PiecePos-Analyzing_70,3.98,0.98,16.18,1.29,0.79,1.02,1.09,0.40,280.13160000000005,277.8377304597698,0
AI3 PiecePos-Analyzing_74,4.10,0.99,16.19,1.29,0.79,0.98,1.08,0.41,280.76120000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_120,4.05,1.00,15.64,1.31,0.80,1.02,1.11,0.40,271.85200000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_132,4.09,1.00,16.01,1.33,0.80,0.98,1.11,0.40,277.9440000000001,277.8377304597698,1
AI3 PiecePos-Analyzing_131,3.93,0.98,15.70,1.33,0.81,1.00,1.12,0.40,272.34939999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_150,4.00,0.98,16.40,1.29,0.81,1.02,1.11,0.40,283.76840000000004,277.8377304597698,0
AI3 PiecePos-Analyzing_32,4.00,1.01,15.68,1.30,0.79,1.02,1.10,0.40,272.2706,277.8377304597698,0
AI3 PiecePos-Analyzing_169,4.10,0.98,16.35,1.30,0.79,0.98,1.09,0.39,283.321,277.8377304597698,1
AI3 PiecePos-Analyzing_37,3.97,0.99,16.03,1.32,0.79,1.01,1.11,0.39,277.7595,277.8377304597698,0
AI3 PiecePos-Analyzing_151,3.91,1.01,15.78,1.27,0.82,1.00,1.11,0.40,273.48780000000005,277.8377304597698,0
AI3 PiecePos-Analyzing_133,3.99,0.98,15.73,1.32,0.81,0.99,1.11,0.41,273.0465,277.8377304597698,0
AI3 PiecePos-Analyzing_154,4.05,0.98,15.92,1.29,0.81,0.99,1.10,0.40,276.26189999999997,277.8377304597698,1
AI3 PiecePos-Analyzing_82,3.97,1.01,15.86,1.30,0.81,1.01,1.11,0.41,275.05749999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_189,3.95,0.99,16.36,1.31,0.81,0.99,1.12,0.40,282.96989999999994,277.8377304597698,0
AI3 PiecePos-Analyzing_194,3.99,1.02,16.21,1.31,0.80,0.99,1.12,0.41,280.76709999999997,277.8377304597698,0
AI3 PiecePos-Analyzing_45,4.05,0.98,15.78,1.31,0.78,1.01,1.09,0.40,274.0317,277.8377304597698,1
AI3 PiecePos-Analyzing_30,3.91,1.01,16.31,1.33,0.81,1.00,1.08,0.39,281.9857999999999,277.8377304597698,0
AI3 PiecePos-Analyzing_181,4.02,1.00,15.86,1.31,0.80,1.01,1.13,0.40,275.28049999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_28,3.94,1.01,15.75,1.29,0.81,0.98,1.09,0.39,273.1028,277.8377304597698,0
AI3 PiecePos-Analyzing_188,4.07,1.00,15.87,1.29,0.81,1.01,1.09,0.41,275.5625,277.8377304597698,1
AI3 PiecePos-Analyzing_178,4.08,1.01,16.40,1.33,0.81,1.02,1.10,0.40,284.15439999999995,277.8377304597698,1
AI3 PiecePos-Analyzing_185,3.97,0.99,16.16,1.30,0.81,1.00,1.09,0.40,279.79240000000004,277.8377304597698,0
AI3 PiecePos-Analyzing_97,4.01,0.98,16.27,1.27,0.78,1.00,1.08,0.40,281.64020000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_161,4.07,1.02,15.97,1.32,0.79,0.99,1.09,0.41,277.2097,277.8377304597698,1
AI3 PiecePos-Analyzing_183,4.08,1.00,15.68,1.28,0.79,0.99,1.09,0.39,272.51849999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_89,3.99,0.98,15.71,1.27,0.81,1.01,1.08,0.40,272.6109,277.8377304597698,0
AI3 PiecePos-Analyzing_176,4.02,1.00,16.39,1.29,0.79,1.01,1.09,0.40,283.66810000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_40,3.99,1.00,16.29,1.27,0.78,1.01,1.11,0.41,281.9613,277.8377304597698,0
AI3 PiecePos-Analyzing_55,3.97,1.01,15.73,1.30,0.81,0.99,1.11,0.39,272.95129999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_90,4.03,1.01,15.97,1.31,0.79,1.00,1.07,0.39,276.979,277.8377304597698,1
AI3 PiecePos-Analyzing_143,4.00,1.00,15.91,1.27,0.82,0.99,1.09,0.40,275.88230000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_66,3.91,1.01,16.04,1.28,0.81,0.99,1.10,0.41,277.6484999999999,277.8377304597698,0
AI3 PiecePos-Analyzing_13,3.94,1.02,16.10,1.29,0.81,0.99,1.11,0.40,278.7579,277.8377304597698,0
AI3 PiecePos-Analyzing_100,3.98,0.99,16.38,1.27,0.80,0.98,1.07,0.40,283.27200000000005,277.8377304597698,0
AI3 PiecePos-Analyzing_109,4.04,0.98,15.73,1.31,0.81,0.98,1.09,0.41,273.198,277.8377304597698,1
AI3 PiecePos-Analyzing_68,3.99,1.02,16.35,1.27,0.81,0.99,1.11,0.41,282.9415,277.8377304597698,0
AI3 PiecePos-Analyzing_108,4.08,1.01,16.38,1.27,0.81,1.00,1.12,0.39,283.7717999999999,277.8377304597698,1
AI3 PiecePos-Analyzing_191,3.98,1.01,15.92,1.28,0.80,0.99,1.13,0.41,276.05409999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_31,3.93,1.02,16.22,1.30,0.81,1.01,1.11,0.40,280.6579,277.8377304597698,0
AI3 PiecePos-Analyzing_117,4.00,0.99,16.02,1.32,0.80,1.00,1.11,0.40,277.72800000000007,277.8377304597698,0
AI3 PiecePos-Analyzing_73,4.03,0.99,15.92,1.28,0.80,0.98,1.11,0.40,276.189,277.8377304597698,1
AI3 PiecePos-Analyzing_184,4.06,0.99,16.27,1.32,0.80,0.99,1.09,0.41,281.94210000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_52,4.06,1.00,15.98,1.29,0.78,1.00,1.13,0.39,277.31660000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_62,3.95,1.01,15.91,1.27,0.82,0.98,1.11,0.40,275.72080000000005,277.8377304597698,0
AI3 PiecePos-Analyzing_126,3.90,0.98,15.83,1.31,0.78,1.01,1.08,0.40,274.2157,277.8377304597698,0
AI3 PiecePos-Analyzing_61,3.91,0.99,16.12,1.30,0.79,1.01,1.10,0.39,278.91749999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_72,3.95,1.00,15.70,1.33,0.78,0.98,1.11,0.39,272.4096,277.8377304597698,0
AI3 PiecePos-Analyzing_129,3.92,0.98,15.65,1.31,0.81,0.99,1.13,0.41,271.5054999999999,277.8377304597698,0
AI3 PiecePos-Analyzing_111,4.04,1.01,16.16,1.33,0.81,1.01,1.11,0.41,280.1765,277.8377304597698,1
AI3 PiecePos-Analyzing_43,4.09,0.99,15.79,1.33,0.80,1.01,1.08,0.40,274.3765,277.8377304597698,1
AI3 PiecePos-Analyzing_77,4.01,0.99,16.18,1.30,0.80,1.01,1.12,0.40,280.32149999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_57,4.06,0.99,15.61,1.30,0.78,1.02,1.09,0.41,271.3618000000001,277.8377304597698,1
AI3 PiecePos-Analyzing_116,4.04,0.98,16.11,1.28,0.79,1.01,1.08,0.39,279.20949999999993,277.8377304597698,1
AI3 PiecePos-Analyzing_107,4.04,1.00,16.29,1.32,0.80,0.98,1.08,0.39,282.15340000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_5,3.94,0.99,15.86,1.32,0.80,1.00,1.12,0.40,274.944,277.8377304597698,0
AI3 PiecePos-Analyzing_81,3.95,1.02,16.21,1.29,0.82,1.02,1.08,0.40,280.5228000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_119,3.90,1.00,16.25,1.29,0.80,1.00,1.13,0.40,281.0110000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_142,4.07,1.02,16.24,1.30,0.82,0.98,1.11,0.40,281.5298,277.8377304597698,1
AI3 PiecePos-Analyzing_197,3.96,1.01,16.27,1.27,0.79,0.99,1.11,0.40,281.5171,277.8377304597698,0
AI3 PiecePos-Analyzing_156,3.90,1.00,16.04,1.28,0.80,1.02,1.11,0.40,277.61300000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_87,4.04,1.02,16.15,1.33,0.79,1.00,1.12,0.40,280.02459999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_83,3.91,0.99,15.67,1.32,0.78,1.02,1.12,0.40,271.78620000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_35,3.96,1.00,16.04,1.27,0.79,1.02,1.08,0.40,277.7896,277.8377304597698,0
AI3 PiecePos-Analyzing_50,4.03,0.98,15.82,1.32,0.80,1.01,1.08,0.40,274.59350000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_160,3.92,0.99,16.26,1.31,0.79,0.98,1.10,0.40,281.2096,277.8377304597698,0
AI3 PiecePos-Analyzing_135,3.93,1.00,16.13,1.27,0.78,0.99,1.12,0.40,279.16069999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_104,3.99,0.99,16.38,1.30,0.78,0.98,1.09,0.39,283.3686,277.8377304597698,0
AI3 PiecePos-Analyzing_153,4.03,0.98,15.99,1.31,0.81,0.99,1.08,0.40,277.29589999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_20,4.03,1.00,16.10,1.32,0.82,1.00,1.11,0.40,279.1428000000001,277.8377304597698,1
AI3 PiecePos-Analyzing_94,4.05,1.02,15.74,1.29,0.79,0.99,1.10,0.41,273.4267,277.8377304597698,1
AI3 PiecePos-Analyzing_141,3.98,1.00,16.05,1.33,0.80,0.98,1.10,0.41,278.1376,277.8377304597698,0
AI3 PiecePos-Analyzing_115,3.93,1.00,16.14,1.32,0.79,1.00,1.09,0.41,279.3532000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_187,4.07,1.00,15.74,1.29,0.80,0.98,1.11,0.41,273.50160000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_163,3.97,0.98,16.27,1.31,0.79,0.99,1.11,0.39,281.56949999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_71,4.07,1.00,16.10,1.29,0.80,0.99,1.12,0.40,279.2715,277.8377304597698,1
AI3 PiecePos-Analyzing_88,3.99,1.01,16.22,1.30,0.80,0.99,1.10,0.41,280.8721,277.8377304597698,0
AI3 PiecePos-Analyzing_53,4.08,1.00,16.17,1.31,0.78,0.98,1.11,0.40,280.43320000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_42,4.08,1.02,16.24,1.33,0.80,0.99,1.08,0.40,281.55949999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_173,4.08,0.98,15.86,1.28,0.79,1.00,1.09,0.40,275.39160000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_180,4.01,0.99,16.36,1.27,0.79,0.98,1.12,0.41,283.15919999999994,277.8377304597698,1
AI3 PiecePos-Analyzing_12,4.06,1.00,16.08,1.28,0.79,1.00,1.10,0.39,278.85799999999995,277.8377304597698,1
AI3 PiecePos-Analyzing_193,3.99,1.01,15.97,1.27,0.80,0.98,1.12,0.39,276.8424,277.8377304597698,0
AI3 PiecePos-Analyzing_170,3.98,1.02,15.96,1.31,0.79,1.02,1.08,0.39,276.652,277.8377304597698,0
AI3 PiecePos-Analyzing_14,4.03,0.98,16.22,1.28,0.80,1.01,1.08,0.39,280.9319,277.8377304597698,1
AI3 PiecePos-Analyzing_80,4.00,1.01,15.89,1.27,0.79,1.02,1.11,0.40,275.60760000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_4,3.95,0.98,15.74,1.31,0.81,0.99,1.09,0.39,272.98229999999995,277.8377304597698,0
AI3 PiecePos-Analyzing_199,3.92,0.99,16.05,1.28,0.78,0.98,1.10,0.40,277.80820000000006,277.8377304597698,0
AI3 PiecePos-Analyzing_139,4.09,0.99,15.96,1.28,0.81,1.00,1.13,0.41,277.12,277.8377304597698,1
AI3 PiecePos-Analyzing_38,3.91,1.01,15.63,1.29,0.80,1.01,1.11,0.40,271.11250000000007,277.8377304597698,0
AI3 PiecePos-Analyzing_112,3.98,1.01,15.77,1.32,0.81,1.02,1.11,0.39,273.6678,277.8377304597698,0
AI3 PiecePos-Analyzing_145,3.92,1.02,16.16,1.31,0.79,1.02,1.12,0.39,279.67599999999993,277.8377304597698,0
AI3 PiecePos-Analyzing_138,4.01,0.98,16.02,1.27,0.82,0.98,1.10,0.41,277.6844,277.8377304597698,1
AI3 PiecePos-Analyzing_78,4.05,0.99,15.81,1.28,0.78,0.99,1.12,0.40,274.52369999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_51,4.00,1.02,16.26,1.30,0.79,1.01,1.11,0.41,281.5827,277.8377304597698,1
AI3 PiecePos-Analyzing_26,4.08,0.99,16.01,1.30,0.78,1.01,1.08,0.40,277.81270000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_10,3.91,1.01,15.93,1.33,0.81,1.01,1.13,0.40,275.99889999999994,277.8377304597698,0
AI3 PiecePos-Analyzing_79,3.94,1.00,15.61,1.29,0.82,1.00,1.10,0.40,270.8878,277.8377304597698,0
AI3 PiecePos-Analyzing_152,3.97,0.99,16.19,1.28,0.80,1.02,1.10,0.41,280.27660000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_33,4.03,1.02,15.95,1.29,0.79,0.98,1.08,0.40,276.6616,277.8377304597698,1
AI3 PiecePos-Analyzing_25,4.09,1.01,16.06,1.28,0.80,1.00,1.07,0.41,278.6416,277.8377304597698,1
AI3 PiecePos-Analyzing_130,4.08,0.99,15.96,1.30,0.78,1.02,1.08,0.41,277.02580000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_159,3.94,1.01,15.84,1.30,0.82,1.00,1.07,0.39,274.53319999999997,277.8377304597698,0
AI3 PiecePos-Analyzing_168,3.90,1.01,15.93,1.33,0.81,0.99,1.11,0.40,275.9199,277.8377304597698,0
AI3 PiecePos-Analyzing_98,3.92,1.00,16.30,1.30,0.82,0.99,1.09,0.41,281.8509,277.8377304597698,0
AI3 PiecePos-Analyzing_186,4.00,1.00,16.05,1.32,0.81,0.98,1.08,0.40,278.16540000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_125,3.93,1.01,16.24,1.27,0.78,1.02,1.12,0.40,280.94120000000004,277.8377304597698,0
AI3 PiecePos-Analyzing_6,4.09,0.99,15.69,1.31,0.81,1.02,1.09,0.40,272.7724,277.8377304597698,1
AI3 PiecePos-Analyzing_182,4.09,0.98,16.03,1.31,0.82,1.00,1.09,0.40,278.19780000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_113,4.00,1.01,15.77,1.30,0.80,1.02,1.12,0.40,273.745,277.8377304597698,0
AI3 PiecePos-Analyzing_171,3.97,0.99,15.89,1.30,0.79,0.99,1.09,0.40,275.46410000000003,277.8377304597698,0
AI3 PiecePos-Analyzing_36,4.01,1.02,16.18,1.30,0.81,1.00,1.11,0.40,280.3344,277.8377304597698,1
AI3 PiecePos-Analyzing_144,4.10,0.99,15.80,1.27,0.82,1.02,1.13,0.41,274.5964,277.8377304597698,1
AI3 PiecePos-Analyzing_164,4.08,0.98,16.12,1.29,0.82,0.98,1.08,0.41,279.55840000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_48,4.04,1.01,16.19,1.33,0.81,1.00,1.11,0.40,280.64340000000004,277.8377304597698,1
AI3 PiecePos-Analyzing_110,4.06,1.01,16.13,1.27,0.82,0.99,1.08,0.40,279.6363,277.8377304597698,1
AI3 PiecePos-Analyzing_192,3.96,0.99,15.68,1.30,0.79,0.98,1.10,0.41,272.08619999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_128,4.01,0.99,16.04,1.29,0.80,1.01,1.08,0.39,277.9949,277.8377304597698,1
AI3 PiecePos-Analyzing_67,4.01,0.99,15.74,1.32,0.80,1.02,1.07,0.40,273.23100000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_118,3.95,0.99,15.92,1.27,0.78,0.98,1.11,0.39,275.8416,277.8377304597698,0
AI3 PiecePos-Analyzing_172,4.07,1.02,15.91,1.30,0.81,1.02,1.10,0.40,276.2454,277.8377304597698,1
AI3 PiecePos-Analyzing_2,4.01,1.02,15.63,1.28,0.78,0.99,1.11,0.41,271.5073,277.8377304597698,1
AI3 PiecePos-Analyzing_85,4.02,1.02,15.92,1.28,0.82,1.01,1.13,0.39,276.21669999999995,277.8377304597698,1
AI3 PiecePos-Analyzing_134,4.03,0.99,15.68,1.32,0.81,1.02,1.12,0.40,272.4334,277.8377304597698,1
AI3 PiecePos-Analyzing_84,3.98,0.98,16.25,1.28,0.80,1.01,1.12,0.40,281.28549999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_122,3.90,0.99,15.96,1.33,0.78,0.98,1.11,0.39,276.3596,277.8377304597698,0
AI3 PiecePos-Analyzing_21,4.00,0.99,15.84,1.29,0.81,1.00,1.10,0.39,274.7858,277.8377304597698,1
AI3 PiecePos-Analyzing_99,3.95,1.01,16.36,1.30,0.81,0.98,1.11,0.40,282.9574,277.8377304597698,0
AI3 PiecePos-Analyzing_158,4.07,1.01,16.12,1.29,0.80,1.00,1.07,0.39,279.51540000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_190,4.03,1.01,16.11,1.29,0.80,1.00,1.09,0.41,279.24660000000006,277.8377304597698,1
AI3 PiecePos-Analyzing_23,3.94,0.98,16.22,1.29,0.82,1.00,1.07,0.41,280.5894,277.8377304597698,0
AI3 PiecePos-Analyzing_49,3.95,0.99,16.24,1.30,0.81,1.01,1.08,0.41,280.98949999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_59,3.94,1.01,15.64,1.27,0.81,1.02,1.13,0.39,271.3948,277.8377304597698,0
AI3 PiecePos-Analyzing_166,4.05,1.01,16.32,1.31,0.78,0.98,1.13,0.41,282.7648,277.8377304597698,1
AI3 PiecePos-Analyzing_162,3.99,1.01,15.69,1.32,0.81,1.00,1.09,0.39,272.3888,277.8377304597698,0
AI3 PiecePos-Analyzing_19,4.09,0.99,15.90,1.33,0.79,1.02,1.12,0.40,276.2016,277.8377304597698,1
AI3 PiecePos-Analyzing_86,4.04,0.98,15.66,1.33,0.81,1.00,1.07,0.40,272.0694,277.8377304597698,1
AI3 PiecePos-Analyzing_22,3.97,1.02,15.82,1.27,0.82,1.00,1.08,0.39,274.3202,277.8377304597698,0
AI3 PiecePos-Analyzing_96,3.99,1.02,16.00,1.32,0.82,1.01,1.10,0.41,277.3999,277.8377304597698,0
AI3 PiecePos-Analyzing_95,4.07,1.00,16.02,1.32,0.80,0.99,1.08,0.41,277.97610000000003,277.8377304597698,1
AI3 PiecePos-Analyzing_136,4.00,0.98,16.06,1.30,0.79,1.02,1.12,0.41,278.3622,277.8377304597698,0
AI3 PiecePos-Analyzing_15,4.05,0.98,16.23,1.32,0.81,1.01,1.10,0.39,281.25829999999996,277.8377304597698,1
AI3 PiecePos-Analyzing_8,4.09,1.00,15.77,1.31,0.80,0.99,1.08,0.40,274.0335,277.8377304597698,1
AI3 PiecePos-Analyzing_146,3.93,1.01,15.62,1.29,0.79,0.99,1.08,0.40,270.9751,277.8377304597698,0
AI3 PiecePos-Analyzing_105,4.09,1.00,15.99,1.32,0.81,1.02,1.08,0.41,277.589,277.8377304597698,1
AI3 PiecePos-Analyzing_11,3.96,1.02,15.68,1.29,0.81,0.99,1.12,0.41,272.14349999999996,277.8377304597698,0
AI3 PiecePos-Analyzing_17,4.00,0.98,16.05,1.29,0.81,1.01,1.10,0.41,278.1585,277.8377304597698,0
AI3 PiecePos-Analyzing_18,3.98,0.98,16.37,1.29,0.78,0.99,1.08,0.39,283.1331,277.8377304597698,0
AI3 PiecePos-Analyzing_167,3.96,1.01,15.62,1.28,0.81,1.02,1.13,0.40,271.1774,277.8377304597698,0
AI3 PiecePos-Analyzing_200,3.95,1.02,15.70,1.31,0.79,0.98,1.10,0.39,272.38999999999993,277.8377304597698,0
AI3 PiecePos-Analyzing_106,3.96,0.99,16.20,1.31,0.80,1.01,1.11,0.40,280.4385,277.8377304597698,0
AI3 PiecePos-Analyzing_56,3.94,0.99,16.01,1.28,0.81,1.01,1.10,0.40,277.2659,277.8377304597698,0
AI3 PiecePos-Analyzing_177,4.10,1.02,16.14,1.32,0.81,0.98,1.11,0.40,280.07340000000005,277.8377304597698,1
AI3 PiecePos-Analyzing_140,3.90,1.00,15.73,1.27,0.78,1.01,1.09,0.40,272.5997000000001,277.8377304597698,0
AI3 PiecePos-Analyzing_46,4.01,0.98,16.28,1.28,0.81,0.99,1.09,0.41,281.8425,277.8377304597698,1
AI3 PiecePos-Analyzing_124,3.97,1.02,16.25,1.28,0.82,0.98,1.12,0.40,281.27979999999997,277.8377304597698,0
AI3 PiecePos-Analyzing_175,3.92,1.02,16.32,1.33,0.81,1.00,1.08,0.41,282.215,277.8377304597698,0
AI3 PiecePos-Analyzing_198,4.04,0.98,15.92,1.30,0.79,0.99,1.08,0.40,276.1981,277.8377304597698,1
AI3 PiecePos-Analyzing_29,3.97,1.02,16.39,1.29,0.78,1.00,1.08,0.39,283.45660000000004,277.8377304597698,0
