playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.94,1.00,16.32,1.29,0.81,0.79,1.11,0.39,282.37200000000007,277.8531428571421,0.0
AI3 PiecePos-Analyzing_16,3.93,1.01,16.11,1.32,0.81,0.79,1.10,0.40,279.01400000000007,277.8531428571421,0.0
AI3 PiecePos-Analyzing_5,3.91,0.99,16.20,1.31,0.80,0.82,1.11,0.39,280.36999999999995,277.8531428571421,0.0
AI3 PiecePos-Analyzing_15,3.93,0.99,16.04,1.28,0.81,0.80,1.11,0.40,277.843,277.8531428571421,0.0
AI3 PiecePos-Analyzing_13,3.95,1.02,15.60,1.29,0.79,0.80,1.11,0.40,270.9100000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_9,3.91,0.99,15.69,1.32,0.81,0.79,1.08,0.40,272.1720000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_2,4.04,1.01,16.07,1.29,0.78,0.79,1.10,0.39,278.74700000000007,277.8531428571421,1.0
AI3 PiecePos-Analyzing_20,4.09,0.98,15.93,1.29,0.80,0.78,1.08,0.40,276.66499999999996,277.8531428571421,0.0
AI3 PiecePos-Analyzing_17,3.94,1.02,15.73,1.27,0.80,0.82,1.13,0.40,272.97400000000005,277.8531428571421,0.0
AI3 PiecePos-Analyzing_3,3.94,0.98,15.91,1.31,0.80,0.79,1.09,0.41,275.796,277.8531428571421,0.0
AI3 PiecePos-Analyzing_1,4.10,0.98,16.17,1.32,0.78,0.79,1.09,0.41,280.5930000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_18,3.97,1.02,15.66,1.29,0.78,0.82,1.11,0.41,271.966,277.8531428571421,0.0
AI3 PiecePos-Analyzing_11,3.96,1.02,16.23,1.29,0.79,0.79,1.08,0.40,280.9870000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_14,3.99,1.02,16.15,1.29,0.80,0.81,1.12,0.41,279.903,277.8531428571421,0.0
AI3 PiecePos-Analyzing_19,3.96,1.02,15.70,1.29,0.81,0.82,1.12,0.40,272.5970000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_12,4.08,1.02,15.67,1.27,0.79,0.78,1.11,0.40,272.504,277.8531428571421,0.0
AI3 PiecePos-Analyzing_10,4.05,1.00,15.81,1.30,0.81,0.79,1.10,0.40,274.6580000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_6,4.00,1.01,15.79,1.29,0.79,0.79,1.12,0.40,274.1410000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_7,3.99,1.02,16.05,1.27,0.82,0.79,1.12,0.39,278.2650000000001,277.8531428571421,0.0
AI3 PiecePos-Analyzing_8,3.94,0.98,15.84,1.29,0.79,0.80,1.10,0.39,274.65500000000003,277.8531428571421,0.0
