playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,4.00,1.00,16.28,1.33,0.79,0.99,1.82,0.39,282.98900000000003,277.9982582781456,1.0
AI3 PiecePos-Analyzing_34,4.01,1.00,16.05,1.32,0.79,1.00,1.81,0.39,279.33500000000004,277.9982582781456,1.0
AI3 PiecePos-Analyzing_31,3.94,0.98,15.85,1.33,0.80,1.01,1.78,0.40,275.837,277.9982582781456,0.0
AI3 PiecePos-Analyzing_33,4.01,0.99,16.30,1.28,0.78,1.00,1.84,0.40,283.302,277.9982582781456,1.0
AI3 PiecePos-Analyzing_35,3.97,0.98,15.75,1.32,0.80,1.02,1.76,0.40,274.332,277.9982582781456,0.0
AI3 PiecePos-Analyzing_16,4.02,0.99,16.21,1.32,0.81,0.98,1.79,0.41,281.90700000000004,277.9982582781456,1.0
AI3 PiecePos-Analyzing_5,3.92,0.98,16.01,1.31,0.80,1.02,1.77,0.41,278.294,277.9982582781456,0.0
AI3 PiecePos-Analyzing_26,4.05,1.01,15.60,1.29,0.79,1.01,1.76,0.40,272.225,277.9982582781456,1.0
AI3 PiecePos-Analyzing_25,4.07,0.99,15.84,1.30,0.82,0.99,1.81,0.40,276.197,277.9982582781456,1.0
AI3 PiecePos-Analyzing_24,4.03,0.98,16.35,1.32,0.79,0.98,1.81,0.40,284.1790000000001,277.9982582781456,1.0
AI3 PiecePos-Analyzing_15,4.07,1.00,16.01,1.31,0.79,1.00,1.76,0.40,278.87100000000004,277.9982582781456,1.0
AI3 PiecePos-Analyzing_13,4.10,1.01,15.72,1.31,0.79,1.00,1.80,0.39,274.401,277.9982582781456,1.0
AI3 PiecePos-Analyzing_29,3.96,1.01,15.95,1.32,0.80,1.02,1.77,0.41,277.537,277.9982582781456,0.0
AI3 PiecePos-Analyzing_22,3.92,1.01,16.10,1.27,0.81,1.00,1.76,0.40,279.68500000000006,277.9982582781456,0.0
AI3 PiecePos-Analyzing_9,4.09,1.01,15.90,1.31,0.81,1.00,1.79,0.41,277.25399999999996,277.9982582781456,1.0
AI3 PiecePos-Analyzing_2,4.05,1.02,15.60,1.27,0.79,1.00,1.78,0.40,272.22100000000006,277.9982582781456,1.0
AI3 PiecePos-Analyzing_32,4.04,1.02,16.08,1.28,0.81,1.02,1.78,0.39,279.906,277.9982582781456,1.0
AI3 PiecePos-Analyzing_20,4.05,1.01,15.99,1.30,0.79,0.99,1.76,0.39,278.454,277.9982582781456,1.0
AI3 PiecePos-Analyzing_17,3.96,0.99,16.17,1.28,0.81,1.01,1.82,0.40,281.03400000000005,277.9982582781456,0.0
AI3 PiecePos-Analyzing_21,4.01,1.00,16.39,1.27,0.80,1.01,1.77,0.41,284.692,277.9982582781456,1.0
AI3 PiecePos-Analyzing_3,4.02,0.98,16.08,1.29,0.79,1.02,1.80,0.39,279.805,277.9982582781456,1.0
AI3 PiecePos-Analyzing_1,4.10,0.98,15.82,1.30,0.81,0.98,1.76,0.39,275.91,277.9982582781456,1.0
AI3 PiecePos-Analyzing_18,4.06,1.01,16.30,1.31,0.80,1.00,1.79,0.40,283.522,277.9982582781456,1.0
AI3 PiecePos-Analyzing_11,4.08,0.99,15.93,1.28,0.80,1.01,1.81,0.41,277.65899999999993,277.9982582781456,1.0
AI3 PiecePos-Analyzing_23,4.08,1.01,16.14,1.27,0.79,1.01,1.84,0.40,281.047,277.9982582781456,1.0
AI3 PiecePos-Analyzing_14,4.03,1.02,15.95,1.30,0.81,1.01,1.77,0.39,277.791,277.9982582781456,1.0
AI3 PiecePos-Analyzing_19,4.03,0.99,16.15,1.27,0.80,1.01,1.82,0.40,280.973,277.9982582781456,1.0
AI3 PiecePos-Analyzing_12,4.03,1.02,16.38,1.28,0.78,1.00,1.80,0.41,284.652,277.9982582781456,1.0
AI3 PiecePos-Analyzing_28,4.01,1.02,15.98,1.32,0.80,1.00,1.82,0.40,278.25800000000004,277.9982582781456,1.0
AI3 PiecePos-Analyzing_30,4.07,1.02,16.25,1.32,0.79,1.01,1.83,0.40,282.831,277.9982582781456,1.0
AI3 PiecePos-Analyzing_10,4.08,1.02,16.13,1.28,0.80,0.98,1.82,0.40,280.866,277.9982582781456,1.0
AI3 PiecePos-Analyzing_6,4.09,1.02,16.18,1.33,0.80,1.01,1.79,0.40,281.768,277.9982582781456,1.0
AI3 PiecePos-Analyzing_7,4.05,1.01,16.21,1.29,0.80,0.99,1.77,0.40,281.98400000000004,277.9982582781456,1.0
AI3 PiecePos-Analyzing_27,4.08,0.98,16.00,1.31,0.79,0.98,1.76,0.40,278.711,277.9982582781456,1.0
AI3 PiecePos-Analyzing_8,4.09,0.99,15.87,1.32,0.81,1.00,1.79,0.40,276.76300000000003,277.9982582781456,1.0
