playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.8),weightRooksPos(1),weightQueenPos(1.1),weightCastlingBonus(0.4),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_4,3.97,1.02,15.79,1.33,0.82,0.78,1.10,0.39,274.0709999999999,277.47723715414963,0.0
AI3 PiecePos-Analyzing_16,4.02,0.98,16.35,1.32,0.81,0.80,1.09,0.39,283.1790000000001,277.47723715414963,0.0
AI3 PiecePos-Analyzing_5,3.96,1.01,16.19,1.29,0.81,0.80,1.08,0.41,280.3670000000001,277.47723715414963,0.0
AI3 PiecePos-Analyzing_15,3.91,1.02,15.79,1.32,0.79,0.79,1.08,0.39,273.78200000000004,277.47723715414963,0.0
AI3 PiecePos-Analyzing_13,4.02,1.02,15.76,1.29,0.79,0.80,1.12,0.41,273.76500000000004,277.47723715414963,0.0
AI3 PiecePos-Analyzing_22,3.90,1.02,16.12,1.32,0.79,0.80,1.13,0.39,279.08700000000005,277.47723715414963,0.0
AI3 PiecePos-Analyzing_9,3.98,1.00,15.73,1.28,0.82,0.78,1.11,0.41,273.085,277.47723715414963,0.0
AI3 PiecePos-Analyzing_2,3.96,0.99,16.12,1.32,0.82,0.78,1.12,0.40,279.29400000000004,277.47723715414963,0.0
AI3 PiecePos-Analyzing_20,3.95,1.00,16.39,1.32,0.82,0.81,1.12,0.41,283.61800000000005,277.47723715414963,0.0
AI3 PiecePos-Analyzing_17,3.95,1.02,16.20,1.29,0.81,0.79,1.12,0.41,280.53100000000006,277.47723715414963,0.0
AI3 PiecePos-Analyzing_21,3.93,1.01,16.17,1.32,0.79,0.81,1.11,0.40,279.9890000000001,277.47723715414963,0.0
AI3 PiecePos-Analyzing_3,3.92,0.98,15.88,1.30,0.80,0.78,1.09,0.40,275.209,277.47723715414963,0.0
AI3 PiecePos-Analyzing_1,3.93,1.02,15.69,1.30,0.79,0.79,1.08,0.41,272.24399999999997,277.47723715414963,0.0
AI3 PiecePos-Analyzing_18,4.03,1.01,15.78,1.31,0.81,0.80,1.10,0.40,274.13100000000003,277.47723715414963,0.0
AI3 PiecePos-Analyzing_11,4.01,0.98,15.85,1.31,0.79,0.81,1.09,0.39,275.12,277.47723715414963,0.0
AI3 PiecePos-Analyzing_14,3.99,0.98,16.18,1.28,0.79,0.80,1.12,0.41,280.312,277.47723715414963,0.0
AI3 PiecePos-Analyzing_19,3.93,1.02,16.11,1.30,0.80,0.80,1.11,0.39,279.007,277.47723715414963,0.0
AI3 PiecePos-Analyzing_12,3.91,0.99,16.16,1.29,0.80,0.81,1.10,0.40,279.687,277.47723715414963,0.0
AI3 PiecePos-Analyzing_10,4.05,0.98,15.89,1.27,0.79,0.81,1.11,0.41,275.898,277.47723715414963,0.0
AI3 PiecePos-Analyzing_6,3.92,0.99,15.78,1.31,0.82,0.81,1.08,0.41,273.67099999999994,277.47723715414963,0.0
AI3 PiecePos-Analyzing_7,4.04,1.01,15.81,1.31,0.79,0.79,1.12,0.41,274.651,277.47723715414963,0.0
AI3 PiecePos-Analyzing_8,4.02,1.02,16.31,1.32,0.79,0.81,1.10,0.40,282.588,277.47723715414963,0.0
